"district","indicator","gender","Unit","Date","Value"
"Nagpur","Carpenter","Male","","1976M1",10
"Nagpur","Carpenter","Male","","1976M2",8
"Nagpur","Carpenter","Male","","1976M3",10
"Nagpur","Carpenter","Male","","1976M4",10
"Nagpur","Carpenter","Male","","1976M5",10
"Nagpur","Carpenter","Male","","1976M6",10
"Nagpur","Carpenter","Male","","1976M7",8
"Nagpur","Carpenter","Male","","1976M8",10
"Nagpur","Carpenter","Male","","1976M9",10
"Nagpur","Carpenter","Male","","1976M10",10
"Nagpur","Carpenter","Male","","1976M11",10
"Nagpur","Carpenter","Male","","1976M12",10
"Nagpur","Carpenter","Male","","1977M1",10
"Nagpur","Carpenter","Male","","1977M2",10
"Nagpur","Carpenter","Male","","1977M4",10
"Nagpur","Carpenter","Male","","1977M5",10
"Nagpur","Carpenter","Male","","1977M6",10
"Nagpur","Carpenter","Male","","1977M7",10
"Nagpur","Carpenter","Male","","1977M8",10
"Nagpur","Carpenter","Male","","1977M9",10
"Nagpur","Carpenter","Male","","1977M10",10
"Nagpur","Carpenter","Male","","1978M2",10
"Nagpur","Carpenter","Male","","1978M3",10
"Nagpur","Carpenter","Male","","1978M4",10
"Nagpur","Carpenter","Male","","1978M5",10
"Nagpur","Carpenter","Male","","1978M6",10
"Nagpur","Carpenter","Male","","1978M7",10
"Nagpur","Carpenter","Male","","1978M10",10
"Nagpur","Carpenter","Male","","1978M11",10
"Nagpur","Carpenter","Male","","1978M12",10
"Nagpur","Carpenter","Male","","1979M1",10
"Nagpur","Carpenter","Male","","1979M2",10
"Nagpur","Carpenter","Male","","1979M3",10
"Nagpur","Carpenter","Male","","1979M4",10
"Nagpur","Carpenter","Male","","1979M5",10
"Nagpur","Carpenter","Male","","1979M6",10
"Nagpur","Carpenter","Male","","1985M7",30
"Nagpur","Carpenter","Male","","1985M8",30
"Nagpur","Carpenter","Male","","1985M9",30
"Nagpur","Carpenter","Male","","1985M10",30
"Nagpur","Carpenter","Male","","1985M11",30
"Nagpur","Carpenter","Male","","1985M12",30
"Nagpur","Carpenter","Male","","1986M1",30
"Nagpur","Carpenter","Male","","1986M2",30
"Nagpur","Carpenter","Male","","1986M3",30
"Nagpur","Carpenter","Male","","1986M5",30
"Nagpur","Carpenter","Male","","1986M7",30
"Nagpur","Carpenter","Male","","1986M8",30
"Nagpur","Carpenter","Male","","1986M10",30
"Nagpur","Carpenter","Male","","1986M12",30
"Nagpur","Carpenter","Male","","1987M1",30
"Nagpur","Carpenter","Male","","1987M2",30
"Nagpur","Carpenter","Male","","1987M3",30
"Nagpur","Carpenter","Male","","1987M7",35
"Nagpur","Carpenter","Male","","1987M8",35
"Nagpur","Carpenter","Male","","1987M9",35
"Nagpur","Carpenter","Male","","1987M10",35
"Nagpur","Carpenter","Male","","1987M11",35
"Nagpur","Carpenter","Male","","1987M12",35
"Nagpur","Carpenter","Male","","1988M1",35
"Nagpur","Carpenter","Male","","1988M2",35
"Nagpur","Carpenter","Male","","1988M3",35
"Nagpur","Carpenter","Male","","1988M4",35
"Nagpur","Carpenter","Male","","1988M5",35
"Nagpur","Carpenter","Male","","1988M6",35
"Nagpur","Carpenter","Male","","1988M7",35
"Nagpur","Carpenter","Male","","1988M8",35
"Nagpur","Carpenter","Male","","1988M9",35
"Nagpur","Carpenter","Male","","1988M10",35
"Nagpur","Carpenter","Male","","1988M11",35
"Nagpur","Carpenter","Male","","1988M12",35
"Nagpur","Carpenter","Male","","1989M1",35
"Nagpur","Carpenter","Male","","1989M2",40
"Nagpur","Carpenter","Male","","1989M3",40
"Nagpur","Carpenter","Male","","1989M4",40
"Nagpur","Carpenter","Male","","1989M5",40
"Nagpur","Carpenter","Male","","1989M6",45
"Nagpur","Carpenter","Male","","1989M7",40
"Nagpur","Carpenter","Male","","1989M8",40
"Nagpur","Carpenter","Male","","1989M9",40
"Nagpur","Carpenter","Male","","1989M10",40
"Nagpur","Carpenter","Male","","1989M11",40
"Nagpur","Carpenter","Male","","1989M12",45
"Nagpur","Carpenter","Male","","1990M1",45
"Nagpur","Carpenter","Male","","1990M2",45
"Nagpur","Carpenter","Male","","1990M3",45
"Nagpur","Carpenter","Male","","1990M4",45
"Nagpur","Carpenter","Male","","1990M5",45
"Nagpur","Carpenter","Male","","1990M6",45
"Nagpur","Carpenter","Male","","1990M7",45
"Nagpur","Carpenter","Male","","1990M8",45
"Nagpur","Carpenter","Male","","1990M9",50
"Nagpur","Carpenter","Male","","1990M10",50
"Nagpur","Carpenter","Male","","1990M11",50
"Nagpur","Carpenter","Male","","1990M12",50
"Nagpur","Carpenter","Male","","1991M1",50
"Nagpur","Carpenter","Male","","1991M7",50
"Nagpur","Carpenter","Male","","1991M8",50
"Nagpur","Carpenter","Male","","1991M9",50
"Nagpur","Carpenter","Male","","1991M10",50
"Nagpur","Carpenter","Male","","1991M11",50
"Nagpur","Carpenter","Male","","1991M12",50
"Nagpur","Carpenter","Male","","1992M1",50
"Nagpur","Carpenter","Male","","1992M2",50
"Nagpur","Carpenter","Male","","1992M3",50
"Nagpur","Carpenter","Male","","1992M4",50
"Nagpur","Carpenter","Male","","1992M5",50
"Nagpur","Carpenter","Male","","1992M6",50
"Nagpur","Carpenter","Male","","1992M7",50
"Nagpur","Carpenter","Male","","1992M8",50
"Nagpur","Carpenter","Male","","1992M9",50
"Nagpur","Carpenter","Male","","1992M10",50
"Nagpur","Carpenter","Male","","1992M11",50
"Nagpur","Carpenter","Male","","1992M12",50
"Nagpur","Carpenter","Male","","1993M1",50
"Nagpur","Carpenter","Male","","1993M2",50
"Nagpur","Carpenter","Male","","1993M3",50
"Nagpur","Carpenter","Male","","1993M4",50
"Nagpur","Carpenter","Male","","1993M5",50
"Nagpur","Carpenter","Male","","1993M6",50
"Nagpur","Carpenter","Male","","1993M7",50
"Nagpur","Carpenter","Male","","1993M8",50
"Nagpur","Carpenter","Male","","1993M9",50
"Nagpur","Carpenter","Male","","1993M10",50
"Nagpur","Carpenter","Male","","1993M11",50
"Nagpur","Carpenter","Male","","1993M12",50
"Nagpur","Carpenter","Male","","1994M1",50
"Nagpur","Carpenter","Male","","1994M2",50
"Nagpur","Carpenter","Male","","1994M3",50
"Nagpur","Carpenter","Male","","1994M4",50
"Nagpur","Carpenter","Male","","1994M5",60
"Nagpur","Carpenter","Male","","1994M6",60
"Latur","Field Labour","Male","","1973M7",5
"Latur","Field Labour","Male","","1973M8",4
"Latur","Field Labour","Male","","1973M9",4
"Latur","Field Labour","Male","","1973M12",4
"Latur","Field Labour","Male","","1974M1",4
"Latur","Field Labour","Male","","1974M3",4
"Latur","Field Labour","Male","","1974M4",4
"Latur","Field Labour","Male","","1974M6",4
"Latur","Field Labour","Male","","1983M1",7.5
"Latur","Field Labour","Male","","1983M2",7.5
"Latur","Field Labour","Male","","1983M3",7.5
"Latur","Field Labour","Male","","1983M5",7.5
"Latur","Field Labour","Male","","1984M2",10
"Latur","Field Labour","Male","","1984M3",10
"Latur","Field Labour","Male","","1990M3",15
"Latur","Field Labour","Male","","1990M4",15
"Latur","Field Labour","Male","","1990M5",15
"Latur","Field Labour","Male","","1990M6",15
"Latur","Field Labour","Male","","1990M7",18
"Latur","Field Labour","Male","","1990M8",18
"Latur","Field Labour","Male","","1990M9",18
"Latur","Field Labour","Male","","1990M10",18
"Latur","Field Labour","Male","","1990M11",18
"Latur","Field Labour","Male","","1990M12",18
"Latur","Field Labour","Male","","1991M2",18
"Latur","Field Labour","Male","","1992M2",20
"Latur","Field Labour","Male","","1992M3",20
"Latur","Field Labour","Male","","1993M1",22
"Latur","Field Labour","Male","","1993M3",22
"Latur","Field Labour","Male","","1993M4",25
"Latur","Field Labour","Male","","1993M5",25.2
"Latur","Carpenter","Male","","1983M1",10
"Latur","Carpenter","Male","","1983M2",10
"Latur","Carpenter","Male","","1983M3",10
"Latur","Carpenter","Male","","1983M4",10
"Latur","Carpenter","Male","","1983M5",10
"Latur","Carpenter","Male","","1984M2",15
"Latur","Carpenter","Male","","1984M3",15
"Latur","Carpenter","Male","","1990M3",35
"Latur","Carpenter","Male","","1990M4",35
"Latur","Carpenter","Male","","1990M5",35
"Latur","Carpenter","Male","","1990M6",35
"Latur","Carpenter","Male","","1990M7",40
"Latur","Carpenter","Male","","1990M8",40
"Latur","Carpenter","Male","","1990M9",40
"Latur","Carpenter","Male","","1990M10",40
"Latur","Carpenter","Male","","1990M11",40
"Latur","Carpenter","Male","","1990M12",40
"Latur","Carpenter","Male","","1991M2",40
"Latur","Carpenter","Male","","1992M2",40
"Latur","Carpenter","Male","","1992M3",40
"Latur","Carpenter","Male","","1993M1",40
"Latur","Carpenter","Male","","1993M3",45
"Latur","Carpenter","Male","","1993M4",45
"Latur","Carpenter","Male","","1993M5",45
